"Seq","Baseline Err. Norm (trans)","(rot)","Corrected Err. Norm (trans)","(rot)","Baseline Seg Errs. (trans)","(rot)","Corrected Seg Errs.(trans)","(rot)"
"00",60.2238539281,0.318596636097,26.6716637713,0.129333507077,2.87536519567,0.0111796016421,1.69685360676,0.0061401790081
"02",83.1714294905,0.259493044456,20.658266134,0.0541358427562,2.04765064991,0.00725291980213,1.21274392156,0.00427646766304
"05",27.5932919402,0.166528623926,9.66516295834,0.044233694673,1.98956966321,0.00947423618932,1.10087338011,0.00468312974712
